"route","file path","line","UI element hovered","trigger","visible text","tooltip text","relationship","source of the tooltip text","resource type","also the accessible name?","scope","value kind","retrieved"
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","87","drag handle in the customise popover","hover + focus (Chakra Tooltip)","the item name (adjacent label - trigger is a drag handle icon)","Drag to reorder","annotates an adjacent label","the dragTooltip prop passed by the customise popovers","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","87","drag handle in the customise popover","hover + focus (Chakra Tooltip)","the item name (adjacent label - trigger is a drag handle icon)","Drag to reorder","annotates an adjacent label","the dragTooltip prop passed by the customise popovers","","no - element has no aria-label","shared","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Source","Data or tool catalog where the work is published; original source of the metadata.","adds detail","configs/schema-definitions.json -> includedInDataCatalog.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Source Organization","The organization, research project, working group, or funded program on whose behalf the author/creator was working.","adds detail","configs/schema-definitions.json -> sourceOrganization.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Health Condition","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","adds detail","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Pathogen Species","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Species","Species / host organism from which the dataset has been collected.","adds detail","configs/schema-definitions.json -> species.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Funding","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Conditions Of Access","Conditions that affect the availability of, or method(s) of access to, the work. Options include open (freely available), restricted (may include restrictions such as on use), closed (requires registration to access), or embargoed (unpublished).","adds detail","configs/schema-definitions.json -> conditionsOfAccess.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Variable Measured","Variables measured within the dataset.","adds detail","configs/schema-definitions.json -> variableMeasured.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Measurement Technique","A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"".","adds detail","configs/schema-definitions.json -> measurementTechnique.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","Topic Category","Topic of the work. This topic may be assigned by a human curator or through automated algorithms.","adds detail","configs/schema-definitions.json -> topicCategory.description.Dataset","Dataset","no - element has no aria-label","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/section.tsx","69","filter section heading","hover + focus (Chakra Tooltip)","the filter name","(+3 more values not listed - 13 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","route-specific","value (summary)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Available On Device (adjacent label - trigger is a ⓘ info icon)","Device or platform required to run the application, such as Bioconda, Docker, or Singularity.","annotates an adjacent label","configs/schema-definitions.json -> availableOnDevice.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Feature List (adjacent label - trigger is a ⓘ info icon)","Features or modules provided by this application (and possibly required by other applications).","annotates an adjacent label","configs/schema-definitions.json -> featureList.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Funding (adjacent label - trigger is a ⓘ info icon)","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","annotates an adjacent label","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Funding (adjacent label - trigger is a ⓘ info icon)","Funding that supports (sponsors) the development of this computational tool through some kind of financial contribution.","annotates an adjacent label","configs/schema-definitions.json -> funding.description.ComputationalTool","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Funding (adjacent label - trigger is a ⓘ info icon)","Funding that supports (sponsors) the creation or maintenance of the resource catalog through some kind of financial contribution.","annotates an adjacent label","configs/schema-definitions.json -> funding.description.ResourceCatalog","ResourceCatalog","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Funding (adjacent label - trigger is a ⓘ info icon)","Funding that supports (sponsors) the creation of the records included in the data collection through some kind of financial contribution.","annotates an adjacent label","configs/schema-definitions.json -> funding.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Health Condition (adjacent label - trigger is a ⓘ info icon)","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","annotates an adjacent label","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Health Condition (adjacent label - trigger is a ⓘ info icon)","The infectious disease(s) / health condition(s) which are the focus of the data collection.","annotates an adjacent label","configs/schema-definitions.json -> healthCondition.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Pathogen Species (adjacent label - trigger is a ⓘ info icon)","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","annotates an adjacent label","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Pathogen Species (adjacent label - trigger is a ⓘ info icon)","Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","annotates an adjacent label","configs/schema-definitions.json -> infectiousAgent.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","the metadata property name (adjacent label - trigger is a ⓘ info icon)","(+25 more values not listed - 35 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","shared","value (summary)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Available On Device (adjacent label - trigger is a ⓘ info icon)","Device or platform required to run the application, such as Bioconda, Docker, or Singularity.","annotates an adjacent label","configs/schema-definitions.json -> availableOnDevice.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Feature List (adjacent label - trigger is a ⓘ info icon)","Features or modules provided by this application (and possibly required by other applications).","annotates an adjacent label","configs/schema-definitions.json -> featureList.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Funding (adjacent label - trigger is a ⓘ info icon)","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","annotates an adjacent label","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Funding (adjacent label - trigger is a ⓘ info icon)","Funding that supports (sponsors) the development of this computational tool through some kind of financial contribution.","annotates an adjacent label","configs/schema-definitions.json -> funding.description.ComputationalTool","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Funding (adjacent label - trigger is a ⓘ info icon)","Funding that supports (sponsors) the creation or maintenance of the resource catalog through some kind of financial contribution.","annotates an adjacent label","configs/schema-definitions.json -> funding.description.ResourceCatalog","ResourceCatalog","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Funding (adjacent label - trigger is a ⓘ info icon)","Funding that supports (sponsors) the creation of the records included in the data collection through some kind of financial contribution.","annotates an adjacent label","configs/schema-definitions.json -> funding.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Health Condition (adjacent label - trigger is a ⓘ info icon)","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","annotates an adjacent label","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Health Condition (adjacent label - trigger is a ⓘ info icon)","The infectious disease(s) / health condition(s) which are the focus of the data collection.","annotates an adjacent label","configs/schema-definitions.json -> healthCondition.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Pathogen Species (adjacent label - trigger is a ⓘ info icon)","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","annotates an adjacent label","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","Pathogen Species (adjacent label - trigger is a ⓘ info icon)","Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","annotates an adjacent label","configs/schema-definitions.json -> infectiousAgent.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/block.tsx","79","metadata block heading","hover + focus (Chakra Tooltip)","the metadata property name (adjacent label - trigger is a ⓘ info icon)","(+25 more values not listed - 35 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","shared","value (summary)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Available On Device | <value>","Device or platform required to run the application, such as Bioconda, Docker, or Singularity.","adds detail","configs/schema-definitions.json -> availableOnDevice.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Feature List | <value>","Features or modules provided by this application (and possibly required by other applications).","adds detail","configs/schema-definitions.json -> featureList.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Funding | <value>","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Funding | <value>","Funding that supports (sponsors) the development of this computational tool through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ComputationalTool","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Funding | <value>","Funding that supports (sponsors) the creation or maintenance of the resource catalog through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ResourceCatalog","ResourceCatalog","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Funding | <value>","Funding that supports (sponsors) the creation of the records included in the data collection through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Health Condition | <value>","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","adds detail","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Health Condition | <value>","The infectious disease(s) / health condition(s) which are the focus of the data collection.","adds detail","configs/schema-definitions.json -> healthCondition.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Pathogen Species | <value>","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Pathogen Species | <value>","Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","the property name and value, e.g. ""Measurement Technique | RNA-seq""","(+25 more values not listed - 35 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","shared","value (summary)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Available On Device | <value>","Device or platform required to run the application, such as Bioconda, Docker, or Singularity.","adds detail","configs/schema-definitions.json -> availableOnDevice.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Feature List | <value>","Features or modules provided by this application (and possibly required by other applications).","adds detail","configs/schema-definitions.json -> featureList.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Funding | <value>","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Funding | <value>","Funding that supports (sponsors) the development of this computational tool through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ComputationalTool","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Funding | <value>","Funding that supports (sponsors) the creation or maintenance of the resource catalog through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ResourceCatalog","ResourceCatalog","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Funding | <value>","Funding that supports (sponsors) the creation of the records included in the data collection through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Health Condition | <value>","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","adds detail","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Health Condition | <value>","The infectious disease(s) / health condition(s) which are the focus of the data collection.","adds detail","configs/schema-definitions.json -> healthCondition.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Pathogen Species | <value>","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","Pathogen Species | <value>","Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/metadata/components/tag.tsx","22","metadata tag","hover + focus (Chakra Tooltip)","the property name and value, e.g. ""Measurement Technique | RNA-seq""","(+25 more values not listed - 35 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","shared","value (summary)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Available On Device (badge value)","Device or platform required to run the application, such as Bioconda, Docker, or Singularity.","adds detail","configs/schema-definitions.json -> availableOnDevice.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Feature List (badge value)","Features or modules provided by this application (and possibly required by other applications).","adds detail","configs/schema-definitions.json -> featureList.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Funding (badge value)","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Funding (badge value)","Funding that supports (sponsors) the development of this computational tool through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ComputationalTool","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Funding (badge value)","Funding that supports (sponsors) the creation or maintenance of the resource catalog through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ResourceCatalog","ResourceCatalog","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Funding (badge value)","Funding that supports (sponsors) the creation of the records included in the data collection through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Health Condition (badge value)","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","adds detail","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Health Condition (badge value)","The infectious disease(s) / health condition(s) which are the focus of the data collection.","adds detail","configs/schema-definitions.json -> healthCondition.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Pathogen Species (badge value)","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Pathogen Species (badge value)","Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","the badge value (TagLabel)","(+25 more values not listed - 35 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","shared","value (summary)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Available On Device (badge value)","Device or platform required to run the application, such as Bioconda, Docker, or Singularity.","adds detail","configs/schema-definitions.json -> availableOnDevice.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Feature List (badge value)","Features or modules provided by this application (and possibly required by other applications).","adds detail","configs/schema-definitions.json -> featureList.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Funding (badge value)","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Funding (badge value)","Funding that supports (sponsors) the development of this computational tool through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ComputationalTool","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Funding (badge value)","Funding that supports (sponsors) the creation or maintenance of the resource catalog through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ResourceCatalog","ResourceCatalog","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Funding (badge value)","Funding that supports (sponsors) the creation of the records included in the data collection through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Health Condition (badge value)","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","adds detail","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Health Condition (badge value)","The infectious disease(s) / health condition(s) which are the focus of the data collection.","adds detail","configs/schema-definitions.json -> healthCondition.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Pathogen Species (badge value)","Infectious agent(s) / pathogen(s) which are the focus of the work (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","Pathogen Species (badge value)","Infectious agent(s) / pathogen(s) which are the focus of the data collection (like SARS-CoV-2).","adds detail","configs/schema-definitions.json -> infectiousAgent.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/search","src/components/badges/components/BadgeWithTooltip.tsx","20","metadata badge","hover + focus (Chakra Tooltip)","the badge value (TagLabel)","(+25 more values not listed - 35 total at this site)","n/a - summary row","summary row","","no - element has no aria-label","shared","value (summary)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Available On Device, followed by an ⓘ icon","Device or platform required to run the application, such as Bioconda, Docker, or Singularity.","adds detail","configs/schema-definitions.json -> availableOnDevice.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Feature List, followed by an ⓘ icon","Features or modules provided by this application (and possibly required by other applications).","adds detail","configs/schema-definitions.json -> featureList.description.ComputationalTool (no Dataset wording; falls back to ComputationalTool)","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Funding, followed by an ⓘ icon","Funding that supports (sponsors) the collection of this dataset through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Funding, followed by an ⓘ icon","Funding that supports (sponsors) the development of this computational tool through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ComputationalTool","ComputationalTool","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Funding, followed by an ⓘ icon","Funding that supports (sponsors) the creation or maintenance of the resource catalog through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.ResourceCatalog","ResourceCatalog","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Funding, followed by an ⓘ icon","Funding that supports (sponsors) the creation of the records included in the data collection through some kind of financial contribution.","adds detail","configs/schema-definitions.json -> funding.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Health Condition, followed by an ⓘ icon","The health condition(s) /infectious disease(s) which are the focus of the work (like COVID-19, coronavirus).","adds detail","configs/schema-definitions.json -> healthCondition.description.Dataset","Dataset","no - element has no aria-label","shared","value (resolved)",""
"/resources","src/components/info-label/index.tsx","20","InfoLabel text","hover + focus (Chakra Tooltip)","Health Condition, followed by an ⓘ icon","The infectious disease(s) / health condition(s) which are the focus of the data collection.","adds detail","configs/schema-definitions.json -> healthCondition.description.DataCollection","DataCollection","no - element has no aria-label","shared","value (resolved)",""
